comparison,block,slot,operation,iterations,setup_ns,warmup_iterations,warmup_ns,elapsed_ns,ns_per_operation,checksum,command
store_release_relaxed,0,0,store_relaxed,50000000,7786,1000000,156454,7829093,0.156581860,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,0,1,store_release,50000000,3950,1000000,156412,7825194,0.156503880,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_release_relaxed,0,2,store_release,50000000,3286,1000000,156351,7824034,0.156480680,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_release_relaxed,0,3,store_relaxed,50000000,3142,1000000,156360,7830393,0.156607860,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_seqcst_release,0,0,store_release,50000000,3027,1000000,156342,7892946,0.157858920,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,0,1,store_seqcst,50000000,3208,1000000,5320060,266440467,5.328809340,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_seqcst 50000000
store_seqcst_release,0,2,store_seqcst,50000000,5026,1000000,5340595,266330838,5.326616760,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_seqcst 50000000
store_seqcst_release,0,3,store_release,50000000,3207,1000000,156364,7824548,0.156490960,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
fetch_add_seqcst_relaxed,0,0,fetch_add_relaxed,10000000,3164,1000000,5683676,56799525,5.679952500,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_relaxed 10000000
fetch_add_seqcst_relaxed,0,1,fetch_add_seqcst,10000000,3295,1000000,5736753,56841411,5.684141100,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_seqcst 10000000
fetch_add_seqcst_relaxed,0,2,fetch_add_seqcst,10000000,2984,1000000,5701579,56903490,5.690349000,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_seqcst 10000000
fetch_add_seqcst_relaxed,0,3,fetch_add_relaxed,10000000,5003,1000000,5667504,56782769,5.678276900,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_relaxed 10000000
store_relaxed_aa,0,0,store_relaxed,50000000,3218,1000000,156384,7843041,0.156860820,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_relaxed_aa,0,1,store_relaxed,50000000,3075,1000000,156346,7845995,0.156919900,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,1,0,store_release,50000000,3098,1000000,156387,7843125,0.156862500,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_release_relaxed,1,1,store_relaxed,50000000,3140,1000000,156350,7863427,0.157268540,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,1,2,store_relaxed,50000000,4886,1000000,156343,7843347,0.156866940,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,1,3,store_release,50000000,3093,1000000,156335,7838939,0.156778780,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,1,0,store_seqcst,50000000,4695,1000000,5335128,266448358,5.328967160,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_seqcst 50000000
store_seqcst_release,1,1,store_release,50000000,3161,1000000,156331,7824463,0.156489260,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,1,2,store_release,50000000,2895,1000000,156348,7823233,0.156464660,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,1,3,store_seqcst,50000000,3061,1000000,5318777,266433939,5.328678780,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_seqcst 50000000
fetch_add_seqcst_relaxed,1,0,fetch_add_seqcst,10000000,3237,1000000,5703740,56922507,5.692250700,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_seqcst 10000000
fetch_add_seqcst_relaxed,1,1,fetch_add_relaxed,10000000,3118,1000000,5695583,56834237,5.683423700,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_relaxed 10000000
fetch_add_seqcst_relaxed,1,2,fetch_add_relaxed,10000000,3155,1000000,5678136,56827452,5.682745200,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_relaxed 10000000
fetch_add_seqcst_relaxed,1,3,fetch_add_seqcst,10000000,4855,1000000,5709573,56892487,5.689248700,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_seqcst 10000000
store_relaxed_aa,1,0,store_relaxed,50000000,3024,1000000,156348,7839827,0.156796540,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_relaxed_aa,1,1,store_relaxed,50000000,2963,1000000,156348,7860933,0.157218660,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,2,0,store_relaxed,50000000,2959,1000000,156349,7838928,0.156778560,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,2,1,store_release,50000000,3134,1000000,156351,7836719,0.156734380,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_release_relaxed,2,2,store_release,50000000,3160,1000000,156391,7843502,0.156870040,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_release_relaxed,2,3,store_relaxed,50000000,2860,1000000,163598,7833978,0.156679560,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_seqcst_release,2,0,store_release,50000000,3276,1000000,156368,7842722,0.156854440,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,2,1,store_seqcst,50000000,3082,1000000,5326235,266389851,5.327797020,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_seqcst 50000000
