comparison,block,slot,operation,iterations,setup_ns,warmup_iterations,warmup_ns,elapsed_ns,ns_per_operation,checksum,command
store_relaxed_aa,10,1,store_relaxed,50000000,3320,1000000,156360,7852919,0.157058380,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,11,0,store_release,50000000,3037,1000000,156364,7840903,0.156818060,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_release_relaxed,11,1,store_relaxed,50000000,3116,1000000,156346,7840055,0.156801100,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,11,2,store_relaxed,50000000,5045,1000000,156367,7838258,0.156765160,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_release_relaxed,11,3,store_release,50000000,3086,1000000,156385,7849978,0.156999560,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,11,0,store_seqcst,50000000,3081,1000000,5350305,266301378,5.326027560,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_seqcst 50000000
store_seqcst_release,11,1,store_release,50000000,3220,1000000,172467,7822030,0.156440600,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,11,2,store_release,50000000,3045,1000000,156340,7840311,0.156806220,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_release 50000000
store_seqcst_release,11,3,store_seqcst,50000000,3476,1000000,5340567,266429003,5.328580060,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_seqcst 50000000
fetch_add_seqcst_relaxed,11,0,fetch_add_seqcst,10000000,3212,1000000,5679771,56858039,5.685803900,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_seqcst 10000000
fetch_add_seqcst_relaxed,11,1,fetch_add_relaxed,10000000,2995,1000000,5709309,56816207,5.681620700,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_relaxed 10000000
fetch_add_seqcst_relaxed,11,2,fetch_add_relaxed,10000000,2996,1000000,5678226,56818442,5.681844200,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_relaxed 10000000
fetch_add_seqcst_relaxed,11,3,fetch_add_seqcst,10000000,3085,1000000,5697182,56902531,5.690253100,10000000,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native fetch_add_seqcst 10000000
store_relaxed_aa,11,0,store_relaxed,50000000,3251,1000000,156350,7839763,0.156795260,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
store_relaxed_aa,11,1,store_relaxed,50000000,3147,1000000,156346,7843852,0.156877040,49999999,taskset --cpu-list 3 /tmp/topic22-5f93fdb-xxl-output/binaries/atomic-cost-native store_relaxed 50000000
